#OTU ID	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK08	BRK09	BRK10	BRK100	BRK101	BRK102	BRK103	BRK104	BRK105	BRK106	BRK107	BRK108	BRK109	BRK11	BRK110	BRK111	BRK112	BRK113	BRK114	BRK115	BRK116	BRK117	BRK118	BRK119	BRK12	BRK120	BRK121	BRK122	BRK123	BRK124	BRK125	BRK126	BRK127	BRK128	BRK129	BRK13	BRK130	BRK131	BRK132	BRK133	BRK134	BRK135	BRK136	BRK137	BRK138	BRK139	BRK14	BRK140	BRK141	BRK142	BRK143	BRK144	BRK145	BRK147	BRK148	BRK149	BRK15	BRK150	BRK151	BRK152	BRK154	BRK155	BRK156	BRK157	BRK158	BRK159	BRK16	BRK160	BRK161	BRK162	BRK164	BRK165	BRK166	BRK167	BRK168	BRK169	BRK17	BRK171	BRK172	BRK173	BRK174	BRK175	BRK176	BRK177	BRK178	BRK179	BRK18	BRK180	BRK181	BRK182	BRK183	BRK184	BRK185	BRK186	BRK187	BRK188	BRK189	BRK19	BRK190	BRK191	BRK192	BRK20	BRK21	BRK22	BRK23	BRK24	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK31	BRK32	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK39	BRK40	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK47	BRK48	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK55	BRK56	BRK57	BRK58	BRK59	BRK60	BRK61	BRK62	BRK63	BRK64	BRK65	BRK66	BRK67	BRK68	BRK69	BRK70	BRK71	BRK72	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK79	BRK80	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88	BRK89	BRK90	BRK91	BRK92	BRK93	BRK94	BRK95	BRK96	BRK97	BRK98	BRK99
OTU_3021	3	0	0	1	0	1	0	5	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	7	1	1	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3022	4	0	0	5	2	0	0	39	5	3	1	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	2	0	0	5	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	5	0	1	0	1	2	3	4	4	0	1	0	2	2	4	16	3	6	3	1	1	1	2	0	0	0	0	0	1	1	0	7	0	0	0	1	1	3	6	0	2	4	0	0	0	4	0	4	3	0	1	0	0	2	0	0	4	2	2	0	0	2	6	2	3	9	3	2	3	2	1	3	0	0	0	0	0	0
OTU_3023	10	3	2	0	1	2	2	31	1	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	30	0	0	0	1	8	0	20	10	0	3	7	1	1	17	25	1	2	58	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	2	0	4	2	0	1	0	1	0	0	0	1	1	3	0	0	1	0	1	0	0	1	0	0	8	3	1	2	0	0	0	0	0	0	0	0	0	0
OTU_3024	1	4	10	0	0	1	1	3	1	6	0	11	3	0	5	0	3	4	3	3	18	0	0	1	17	6	19	45	2	8	7	1	1	0	1	5	4	17	0	5	0	0	2	4	3	1	0	0	0	0	0	0	3	1	0	1	1	11	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	4	1	0	4	11	25	19	2	0	1	4	4	6	7	0	0	2	0	4	0	2	0	1	0	0	0	0	0	0	0	3	0	15	6	0	2	2	2	11	0	7	1	28	10	2	11	0	9	1	0	0	0	0	1	8	0	3	1	2	5	3	20	6	1	13	7	12	4	0	20	0	1	4	1	0	6	2	1	0	1	3	6	1	0	0	1	15	0	2	0	2	0	0	0	0	0	0	5	0	1	1	0	1	4	1	0	8	0	0	2	5	2	0	2	1
OTU_3025	0	0	0	0	0	0	0	9	0	0	1	1	1	0	1	0	0	3	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	1	1	0	2	0	0	0	2	1	0	0	0	0	1	0	0	0	3	0	1	0	1	0	1	1	2	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	2
OTU_3026	0	0	0	0	0	1	0	0	0	1	2	3	72	0	2	1	0	0	0	12	0	21	19	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	31	3	21	24	0	5	1	0	9	8	1138	422	36	0	0	0	0	2	64	0	0	1	0	0	25	0	1	1	0	2	1	0	0	0	0	1	0	1	2	2	7	0	0	0	1	0	0	0	1	2	0	0	0	2	0	0	2	2	0	0	0	0	0	1	0	4	0	0	0	2	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0
OTU_3027	1	0	11	5	1	1	0	13	10	15	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	29	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	2	0	0	0	0	1	56	41	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
OTU_3028	0	1	3	3	1	2	2	1	1	1	2	0	2	0	0	4	11	0	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	1	4	3	17	4	0	5	2	9	6	0	1	0	1	0	10	1	0	2	6	0	0	0	0	2	6	0	0	0	0	0	1	1	9	0	6	0	1	0	2	0	0	1	0	0	6	0	0	0	1	1	0	2	0	0	0	0	7	0	0	0	2	2	3	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	4	3	0	0	1	3	0	0	0	0	1	1	5	10	2	0	0	3	2	1	0	0	1	0	1	0	1	4	0	1	1	2	1	0	0	0	0	1	0	4	1	3	2	0	0	0	1	1	0
OTU_3029	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	3	0	0	3	0	0	8	0	5	0	1	0	1	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3030	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3031	2	4	2	3	2	9	6	15	1	1	0	0	0	1	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	11	0	0	0	2	7	4	0	0	5	0	4	20	4	8	0	5	0	0	0	1	1	8	6	7	5	1	4	3	0	0	0	0	1	2	4	1	1	0	1	1	0	2	2	2	0	2	2	2	0	4	2	4	0	2	0	0	0	3	1	2	7	0	0	6	2	0	6	0	0	2	2	0	0	0	0	0	0	0	0	1	2	0	0
OTU_3032	1	0	0	0	0	0	0	0	0	0	2	0	0	0	7	3	6	1	4	2	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	2	2	0	14	0	3	0	16	8	20	0	26	0	7	1	0	4	0	0	1	0	0	13	5	19	8	0	0	7	13	3	3	0	7	0	1	16	0	0	3	0	0	1	0	0	5	16	0	0	0	0	0	0	1	10	0	2	0	11	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	3	1	0	3	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	12	1	0
OTU_3033	10	12	11	1	1	1	3	2	4	5	1	11	2	0	1	0	2	9	3	1	12	2	0	1	20	11	36	42	2	12	19	1	0	1	1	3	0	11	0	1	0	1	4	1	1	3	0	0	1	0	0	0	0	4	0	1	0	12	0	3	0	0	0	2	2	1	0	0	0	5	3	1	0	10	1	0	0	9	35	24	5	1	0	5	5	6	3	0	0	0	0	4	0	4	1	1	0	0	0	0	0	0	0	3	0	20	6	0	0	2	2	9	1	6	0	23	20	3	13	1	17	8	19	15	0	0	1	0	4	11	14	1	3	6	10	9	2	10	10	2	1	37	22	10	9	9	15	6	13	1	4	2	2	5	5	1	1	4	4	13	0	2	3	2	0	1	5	9	2	5	12	6	0	0	2	5	12	3	1	7	4	0	1	14	1	0	1	0
OTU_3034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	1	0	0	0	4	0	0	1	0	0	0	1	0	0	0	4	0	4	0	4	4	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3035	1	3	1	0	28	111	17	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	40	0	0	0	0	20	0	0	0	0	0	1	1	0	0	0	11	0	0	0	0	0	0	0	0	150	0	0	0	0	2	0	0	31	1	0	1	0	0	219	52	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	3	0	0	0	21	0	0	0	0	0	0	0
OTU_3036	35	31	22	2	2	6	7	6	6	12	0	20	7	0	9	2	3	13	4	7	42	0	0	0	39	17	62	96	10	21	28	9	2	5	11	6	7	29	1	6	1	0	4	3	4	11	0	0	0	1	1	0	2	8	1	3	0	26	3	6	0	0	2	8	5	4	1	2	2	5	9	6	0	20	2	2	0	15	52	48	7	1	0	9	10	20	10	0	1	2	0	5	1	3	5	0	0	3	1	0	0	3	0	2	2	50	16	2	2	9	3	30	4	7	2	59	62	10	31	0	77	9	11	19	4	3	3	7	17	12	6	4	8	5	18	12	0	23	21	6	4	13	42	29	19	17	22	11	12	2	4	10	4	8	16	4	6	5	10	29	6	4	10	5	1	6	5	2	5	13	20	11	5	3	13	15	16	7	5	11	6	2	3	14	4	1	2	4
OTU_3037	0	0	0	0	0	0	0	0	0	0	0	9	0	1	16	2	2	10	1	0	0	0	0	0	8	1	0	0	8	0	0	0	0	1	12	11	49	8	0	45	0	5	0	63	13	42	1	12	0	6	1	0	2	0	0	17	0	0	0	31	32	12	0	0	64	53	12	2	0	13	4	10	36	0	0	7	0	0	0	1	0	0	51	0	0	10	21	0	2	0	22	13	8	0	39	1	16	4	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	28
OTU_3038	0	2	0	0	0	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	12	1	0	4	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	1	1	1	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	1	2	3	0	1	2	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3040	0	3	6	3	0	2	2	3	6	6	0	13	5	0	6	2	14	24	5	2	3	0	3	0	16	0	25	12	12	5	5	4	0	1	14	13	31	110	0	6	1	1	1	11	4	11	3	4	2	3	0	0	2	2	0	12	1	3	0	4	1	0	0	1	20	7	0	3	0	10	3	8	0	1	10	2	0	20	143	110	2	0	0	2	0	33	5	0	0	2	2	6	2	2	4	1	0	4	0	0	0	0	1	0	2	2	1	1	1	2	2	1	0	2	2	9	8	1	3	0	6	1	2	0	0	1	2	3	3	3	2	0	0	4	2	0	1	5	1	0	0	0	6	3	1	1	0	0	0	0	1	1	0	1	1	0	1	2	0	1	0	0	0	1	1	1	0	1	0	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1
OTU_3041	0	0	0	0	0	0	0	0	1	0	43	8	35	106	75	21	55	2	30	26	0	77	0	37	10	1	0	1	102	0	0	0	0	74	6	9	24	2	24	29	17	25	0	67	35	21	18	139	55	25	117	3	79	0	7	26	33	0	2	14	76	35	36	0	42	93	51	95	54	88	61	10	5	0	8	109	59	0	5	1	0	0	17	0	0	8	11	24	2	45	65	66	33	0	31	97	43	5	23	25	42	50	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	1	2	0	0	0	2	0	0	0	1	1	1	0	3	0	1	0	3	2	0	0	0	0	0	1	2	0	1	1	0	1	0	0	3	116	116	2
OTU_3042	0	0	0	1	0	0	0	0	0	0	0	25	0	0	30	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	5	0	5	0	10	25	1	0	7	0	0	0	0	1	0	0	25	0	0	0	14	19	11	0	0	1	2	14	1	0	17	1	25	0	0	0	16	0	0	1	1	0	0	3	0	0	0	29	0	0	0	6	7	5	0	4	2	3	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	5
OTU_3043	10	34	7	5	3	9	16	6	6	7	0	6	2	0	1	0	1	3	1	1	8	2	0	1	12	3	9	21	2	9	9	5	0	2	1	3	2	3	0	1	0	0	3	0	0	3	0	0	0	0	1	0	1	8	0	3	0	11	0	3	0	0	0	28	0	0	0	0	0	1	1	0	0	6	0	0	0	8	18	12	1	0	0	8	0	5	1	1	0	1	0	4	0	2	0	0	0	0	0	0	0	0	0	2	11	9	3	0	7	5	0	8	0	5	0	12	12	1	7	0	13	24	9	4	1	2	0	7	6	9	1	3	2	1	7	3	0	8	3	8	0	9	13	0	18	4	10	5	6	5	8	2	4	3	7	0	1	5	0	7	0	2	0	3	3	1	2	0	0	4	7	20	0	3	1	4	8	5	6	9	11	1	4	7	0	0	1	3
OTU_3044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0
OTU_3045	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3046	0	3	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1	0	0	1	0	0	0	0	0	0	0
OTU_3047	14	2	63	7	5	1	0	2	19	24	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	19	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	2	0	2	0	1	445	0	2	0	0	18	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	195	1	12	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	100	14	0	0	1	121	0	0	0	2	0	1	0	2	3	3	4	0	0	0	1	1	14	4	1	0	0	0	0	46	1	5	0	1	6	7	2	4	2	1	1	2	0	5	6	0	5	12	1	0	0	3	0	214	0	1	0	3	15	1	0	0	8	0	5	0	1	1	0	0	3	3	0	1	1	0	0	229	0	1	0
OTU_3048	4	1	3	0	1	1	0	0	2	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0
OTU_3049	0	2	0	3	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3050	38	15	28	15	3	14	11	44	19	46	2	10	7	2	15	1	7	17	7	9	28	7	20	0	30	6	26	47	11	8	18	22	5	7	9	6	11	20	2	8	5	0	0	10	8	10	3	1	1	2	4	0	3	14	0	7	2	10	1	3	4	0	3	10	19	7	1	5	5	14	9	4	0	19	2	2	0	6	38	22	2	1	1	9	9	30	11	5	0	4	3	14	1	20	4	2	4	8	0	7	6	2	5	0	7	17	7	1	12	17	30	16	1	6	4	26	39	19	22	2	31	18	11	15	5	19	4	20	27	14	5	11	12	6	9	7	18	13	10	13	11	11	20	2	8	6	5	12	20	3	26	23	21	37	15	10	1	16	6	11	0	3	2	2	1	1	13	3	1	3	6	1	2	1	1	12	5	4	10	13	2	1	0	5	3	0	4	2
OTU_3051	48	106	9	58	45	58	112	29	38	17	2	2	5	4	1	2	2	2	0	21	9	4	1	7	8	0	9	17	0	3	3	85	0	4	2	4	0	5	3	0	17	0	3	3	1	1	16	1	4	5	7	1	3	47	0	0	1	5	2	0	0	0	1	53	1	1	1	0	3	2	2	3	0	9	2	1	1	3	15	4	1	0	0	40	6	1	3	3	0	5	0	0	0	13	1	0	0	0	0	2	1	1	0	1	90	5	1	0	25	56	13	6	1	9	20	11	23	11	8	1	73	29	21	11	19	22	16	11	160	57	19	65	45	11	3	2	1	23	57	267	108	25	24	39	31	20	25	26	41	1	8	21	44	6	38	14	49	60	47	3	1	33	16	26	19	76	78	15	19	27	21	43	22	54	57	47	36	22	50	29	57	12	2	0	1	0	11	0
OTU_3052	1	14	1	0	0	12	7	3	3	5	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	1	2	0	1	1	7	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	2	0	0	1	0	17	0	0	0	2	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	0	4	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	6	1	0	10	3	9	6	0	12	1	0	1	1	2	0	1	20	1	2	2	0	0	2	8	10	7	5	3	2	0	2	1	3	4	1	7	2	0	0	0	0	1	0	1	2	0	0	0	5	0	1	1	4	1	4	0	24	3	1	1	0	3	2	0	1	8	1	2	1	1	10	2	5	1	0	0	3	1	1	0	10	0	0	0
OTU_3053	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	0	4	0	1	0	0	1	1	1	4	11	0	0	1	6	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0
OTU_3054	3	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0	1	1	0	2	0	8	0	0	0	1	0	3	2	0	1	1	2	1	0	1	0	0	0	1	0	0	0	0	2	2	0	1	0	2	0	1	1	0	0	1	0	0	1	0	0	0	1	4	2	1	0	0	0	2	0	3	1	0	1	2	3	0	0	0	3	1	0	0	0	0	0	0	0
